"","tax","ERR525688","ERR525689","ERR525690","ERR525691","ERR525692","ERR525693","ERR525694","ERR525695","ERR525696","ERR525697","ERR525698","ERR525699","ERR525700","ERR525701","ERR525702","ERR525703","ERR525704","ERR525705","ERR525706","ERR525707","ERR525708","ERR525709","ERR525710","ERR525711","ERR525712","ERR525713","ERR525714","ERR525715","ERR525716","ERR525717","ERR525718","ERR525719","ERR525720","ERR525721","ERR525722","ERR525723","ERR525724","ERR525725","ERR525726","ERR525727","ERR525728","ERR525729","ERR525730","ERR525731","ERR525732","ERR525733","ERR525734","ERR525735","ERR525736","ERR525737","ERR525738","ERR525739","ERR525740","ERR525741","ERR525742","ERR525743","ERR525744","ERR525745","ERR525746","ERR525747","ERR525748","ERR525749","ERR525750","ERR525751","ERR525752","ERR525753","ERR525754","ERR525755","ERR525756","ERR525757","ERR525758","ERR525759","ERR525760","ERR525761","ERR525762","ERR525763","ERR525764","ERR525765","ERR525766","ERR525767","ERR525768","ERR525769","ERR525770","ERR525771","ERR525772","ERR525773","ERR525774","ERR525775","ERR525776","ERR525777","ERR525778","ERR525779","ERR525780","ERR525781","ERR525782","ERR525783","ERR525784","ERR525785","ERR525786","ERR525787","ERR525788","ERR525789","ERR525790","ERR525791","ERR525792","ERR525793","ERR525794","ERR525795","ERR525796","ERR525797","ERR525798","ERR525799","ERR525800","ERR525801","ERR525802","ERR525803","ERR525804","ERR525805","ERR525806","ERR525807","ERR525808","ERR525809","ERR525810","ERR525811","ERR525812","ERR525813","ERR525814","ERR525815","ERR525816","ERR525817","ERR525818","ERR525819","ERR525820","ERR525821","ERR525822","ERR525823","ERR525824","ERR525825","ERR525826","ERR525827","ERR525828","ERR525829","ERR525830","ERR525831","ERR525832","ERR525833","ERR525834","ERR525835","ERR525836","ERR525837","ERR525838","ERR525839","ERR525840","ERR525841","ERR525842","ERR525843","ERR525844","ERR525845","ERR525846","ERR525847","ERR525848","ERR525849","ERR525850","ERR525851","ERR525854","ERR525855","ERR525856","ERR525857","ERR525858","ERR525859","ERR525860","ERR525861","ERR525862","ERR525863","ERR525865","ERR525866","ERR525867","ERR525868","ERR525870","ERR525871","ERR525872","ERR525873","ERR525874","ERR525875","ERR525876","ERR525877","ERR525878","ERR525879","ERR525880","ERR525881","ERR525882","ERR525883","ERR525884","ERR525885","ERR525886","ERR525887","ERR525888","ERR525889","ERR525890","ERR525891","ERR525892","ERR525893","ERR525894","ERR525895","ERR525896","ERR525897","ERR525898","ERR525899","ERR525900","ERR525901","ERR525902","ERR525903","ERR525904","ERR525905","ERR525906","ERR525907","ERR525908","ERR525909","ERR525910","ERR525911","ERR525912","ERR525913","ERR525914","ERR525915","ERR525916","ERR525917","ERR525918","ERR525919","ERR525920","ERR525921","ERR525922","ERR525923","ERR525924","ERR525925","ERR525926","ERR525927","ERR525928","ERR525929","ERR525930","ERR525931","ERR525932","ERR525933","ERR525934","ERR525935","ERR525936","ERR525937","ERR525938","ERR525939","ERR525940","ERR525941","ERR525942","ERR525943","ERR525944","ERR525945","ERR525946","ERR525947","ERR525948","ERR525949","ERR525950","ERR525951","ERR525952","ERR525953","ERR525954","ERR525955","ERR525956","ERR525957","ERR525958","ERR525959","ERR525960","ERR525961","ERR525962","ERR525963","ERR525964","ERR525965","ERR525966","ERR525967","ERR525968","ERR525969","ERR525970","ERR525971","ERR525972","ERR525973","ERR525974","ERR525975","ERR525976","ERR525977","ERR525978","ERR525979","ERR525980","ERR525981","ERR525982","ERR525983","ERR525984","ERR525985","ERR525986","ERR525987","ERR525988","ERR525989","ERR525990","ERR525991","ERR525992","ERR525993","ERR525994","ERR525995","ERR525996","ERR525997","ERR525998","ERR525999","ERR526000","ERR526001","ERR526002","ERR526003","ERR526004","ERR526005","ERR526006","ERR526007","ERR526008","ERR526009","ERR526010","ERR526011","ERR526012","ERR526013","ERR526014","ERR526015","ERR526017","ERR526018","ERR526019","ERR526020","ERR526021","ERR526022","ERR526023","ERR526024","ERR526025","ERR526026","ERR526027","ERR526028","ERR526029","ERR526030","ERR526031","ERR526032","ERR526033","ERR526034","ERR526035","ERR526036","ERR526037","ERR526038","ERR526039","ERR526040","ERR526041","ERR526042","ERR526043","ERR526044","ERR526045","ERR526046","ERR526047","ERR526048","ERR526049","ERR526050","ERR526051","ERR526052","ERR526053","ERR526054","ERR526055","ERR526056","ERR526057","ERR526058","ERR526059","ERR526060","ERR526061","ERR526062","ERR526063","ERR526064","ERR526065","ERR526066","ERR526067","ERR526068","ERR526069","ERR526070","ERR526071","ERR526072","ERR526073","ERR526074","ERR526075","ERR526076","ERR526077","ERR526078","ERR526079","ERR526080","ERR526081","ERR526082","ERR526083","ERR526084","ERR526085","ERR526086","ERR526087"
"3071","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Coxiellaceae|g__Coxiella|s__Coxiella_endosymbiont_of_Amblyomma_americanum",0,45,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,4,1,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,2,10,1,0,49,0,0,0,1,1,1,1,29,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,6,1,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1,2,2,1,1,4,4,0,3,1,1,1,1,0,0,0,0,0,0,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,21,2,0,0,0,1,0,0,0,0,0,3,1,0,0,1,1,0,11,2,0,0,1,0,0,1,0,0,5,0,1,1,1,4,0,4,1,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0,1,0,0,0,3,2,0,1,1,0,2,1,1,2,0,3,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,1,3,0,1,0,1,2,1,1,1,1,1,0,2,0,1,2,2,0,0,0,6,0,0,4,1,0,0,0,0,8,3,0,1,1,0,0,0,0,0,2,1,0,9,0,0,0,0,0,0,0,7,0,3,17,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,1,1,1,5,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,23,0,0,0
"3072","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Fluoribacter|s__Fluoribacter_dumoffii",1,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,9,0,0,0,8,5,0,0,12,1,0,0,0,0,0,0,0,1,13,7,0,24,0,0,1,2,0,1,0,3,0,0,1,4,0,0,0,0,1,2,0,0,0,4,0,3,0,0,0,1,0,0,13,8,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,3,0,0,1,1,0,0,6,165,0,0,0,0,0,0,0,5,1,2,0,1,0,0,0,1,1,1,0,0,0,0,1,13,3,0,2,0,1,0,1,0,0,0,1,4,1,1,0,1,1,0,0,0,0,0,4,0,3,0,0,0,0,1,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,1,1,3,0,2,0,1,2,4,0,1,0,0,6,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,4,3,2,3,0,0,11,32,0,0,0,0,1,0,0,0,1,0,0,0,2,2,0,0,1,65,0,0,4,0,0,0,0,1,0,0,4,0,0,0,3,0,0,0,4,0,0,0,0,0,1,10,0,37,0,0,0,2,3,0,2,0,0,0,5,3,0,0,0,1,1,0,0,1,0,0,25,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,4,0,0,1,0,0,0,20,4,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,7,0,4,7,0,0,0,0,13,0,1,5,1,0,0,0,0,2,1,15,1,2,0,0,12,0,3,0,0,0,0,1,0,0,6,0,0,0,8
"3073","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionella|s__Legionella_anisa",0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,5,0,2,0,0,0,2,2,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,2,0,0,0,5,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,4,0,0,0,3,0,0,1,0,0,13,0,0,0,1,5,0,1,1,1,0,0,0,8,0,0,2,0,0,0,3,1,0,0,6,0,2,2,2,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0,0,15,0,0,0,0,0,1,0,0,0,3,2,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,4,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,5,8,0,0,1,0,0,32,0,0,1,2,0,2,1,0,3,0,0,1,1,0,0,0,5,0,0,0,0,1,2,6,0,0,0,3,1,0,0,3,1,1,0,0,0,0,0,0,3,0,0,0,1,0,2,7,1,0,1,0,0,0,1,0,0,0,28,0,0,0,4,0,0,0,7,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,3,1,0,0,1,2,0,0,1,0,1,0,2,1,0,1,8,0,0,0,1,0,7,0,0,1,2,1,0,1,0,0,0,5,0,0,1
"3074","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionella|s__Legionella_clemsonensis",10,0,0,0,1,0,6,0,0,3,0,4,0,8,0,9,0,0,0,3,9,0,0,0,8,9,3,0,0,2,2,0,2,0,0,0,0,17,7,4,0,18,0,2,0,20,8,0,0,21,14,0,1,1,26,1,0,2,3,0,1,0,0,1,0,0,3,0,0,47,0,0,0,0,0,2,0,0,2,1,1,0,0,1,5,0,0,35,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0,5,0,0,0,10,6,6,0,2,16,1,0,0,0,0,1,0,28,1,34,0,1,1,4,0,0,0,0,5,0,0,0,2,7,0,0,0,3,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,3,5,0,7,1,0,0,0,0,2,2,0,0,7,0,0,0,0,0,0,29,1,0,39,1,0,0,4,0,0,0,27,0,1,0,0,0,0,1,0,0,0,0,8,0,4,0,9,0,0,1,0,0,27,0,0,43,0,0,21,1,0,0,2,2,1,0,3,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,3,0,0,0,1,9,0,0,9,1,0,0,11,20,11,0,34,5,0,1,0,13,12,0,12,0,1,3,10,0,0,0,0,0,0,0,0,6,0,5,11,0,0,0,1,0,0,0,1,0,1,0,0,20,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,3,11,12,2,0,1,2,0,0,0,2,0,1,0,0,0,7,0,0,0,2,2,0,0,15,0,3,0,1,9,2,1,5,6,0,0,2,1,0,0,3,0,0,0,12,0,1,33,25,0,1,0,8,0,0,0,0,0,0,0,19,0,0,0,8,0,0,4,0,0,1,0,0,1,0,0,3,3,0,0,0,1,0,0,3
"3075","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionella|s__Legionella_endosymbiont_of_Polyplax_serrata",0,0,4,0,1,0,1,0,0,0,0,0,1,0,0,2,1,1,3,0,0,0,0,1,1,0,0,1,8,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,14,0,3,0,0,0,0,0,0,0,1,0,0,2,9,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,66,0,0,0,1,0,1,0,4,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,3,2,0,0,0,0,8,0,0,0,76,0,0,0,1,5,1,0,0,0,0,7,0,0,1,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,5,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,34,0,8,0,0,4,1,0,0,0,1,1,2,0,0,0,0,0,2,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,2,0,0,2,0,0,0,1,0,0,0,0,10,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,14,4,0,0,0,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,1,0,0,3,1,0,0,13,0,0,0,3,0,0,1,16,0,0,0,8,0,0,1,1,0,0,0,0,0,0,1,6,0,0,0,7,6,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,8,0,1,0,0,0,3,0,0,0,7,0,1,0,0
"3076","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionella|s__Legionella_fallonii",1,0,0,0,2,0,0,0,0,1,0,2,1,0,1,0,0,0,18,0,3,2,0,0,1,0,0,0,4,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0,4,35,0,0,0,0,2,0,0,0,0,0,0,11,5,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,2,0,3,0,0,0,5,0,0,0,0,39,0,0,7,54,0,0,0,0,0,0,0,3,3,0,3,1,1,0,0,31,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,5,0,0,0,1,0,0,0,2,0,0,0,4,2,0,0,4,0,5,1,0,0,4,0,0,0,3,0,0,8,0,0,1,0,0,0,4,0,0,0,0,2,0,0,0,2,0,1,0,5,0,0,0,0,0,0,3,2,0,11,0,0,2,3,2,0,0,0,0,1,0,0,22,0,0,0,11,0,0,0,1,0,0,0,1,0,0,0,0,10,0,0,1,0,0,0,4,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,16,1,0,1,19,0,1,3,0,0,0,0,0,0,1,2,0,0,4,3,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,6,0,0,2,2,1,0,0,2,0,0,0,0,0,0,7,1,0,0,6,0,0,1,3,0,0,0,3,5,1,4,3,0,0,0,1,0,0,0,6,0,0,0,5,0,0,1,2,0,0,0,0,0,0,0,124,0,1,0,1,82,0,0,2,0,0,0,0,0,9,0,1,0,0,0,1,0,0,0,8,2,0,0,11
"3077","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionella|s__Legionella_hackeliae",1,3,1,0,1,0,1,0,0,2,0,1,0,0,0,2,0,0,2,0,0,1,0,4,3,0,0,1,4,3,0,0,3,0,0,0,0,2,1,0,0,2,0,0,7,4,1,1,0,7,0,1,0,3,0,1,8,1,0,19,8,0,0,1,0,3,15,0,0,0,0,5,1,0,0,8,2,0,0,1,0,0,3,10,1,1,0,2,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,2,0,0,0,1,3,1,0,0,0,0,0,14,0,2,0,1,3,1,0,0,4,0,1,0,0,0,5,0,1,3,3,1,0,0,0,0,1,0,2,1,0,0,4,0,0,0,7,3,1,0,1,4,0,0,0,3,3,1,0,2,3,0,3,2,0,0,0,0,0,1,0,1,0,0,0,3,0,0,7,0,0,2,1,3,2,0,2,2,0,2,0,1,8,0,5,0,0,0,0,2,2,1,0,0,2,0,1,1,0,1,0,0,0,0,2,3,0,0,0,56,13,0,5,2,0,0,0,0,2,0,0,6,0,1,1,1,0,1,0,5,0,54,1,0,0,1,0,0,0,0,6,3,0,0,0,20,2,0,1,0,0,2,2,1,6,1,0,2,0,0,5,2,1,1,0,3,0,0,1,2,1,0,3,1,0,0,0,1,0,0,0,3,19,4,9,2,0,0,1,1,0,0,8,7,0,1,6,1,0,0,10,1,0,0,3,0,1,0,0,0,0,1,0,1,0,0,1,0,0,42,0,0,0,0,2,0,0,4,0,0,0,21,0,0,0,3,1,0,0,2,0,0,2,8,3,0,0,0,3,3,0,3,1,4,1,1,0,0,0,2,1,0,0,4,0,3,0,0,3,1,0,2,0,0,0,5,7,11,0,0
"3078","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionella|s__Legionella_lansingensis",0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,8,1,0,31,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,1,0,1,0,1,5,0,0,1,8,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,12,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,15,0,0,0,1,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,3,0,0,1,0,0,0,0,0,0,10,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,6,0,0,2,1,12,0,0,0,1,0,0,0,0,0,51,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,10,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"3079","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionella|s__Legionella_longbeachae",4,0,0,0,0,0,3,0,0,0,0,1,0,0,0,5,0,0,9,0,0,0,0,0,4,44,0,0,15,1,0,0,9,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,4,0,0,0,3,1,0,0,0,1,1,0,0,0,1,0,3,1,0,0,2,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,1,0,0,0,0,0,4,3,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,13,1,0,0,0,7,1,0,0,11,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0,5,0,0,1,0,3,0,10,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,6,0,1,0,0,2,0,1,2,0,0,0,9,0,0,0,0,7,0,0,1,0,0,0,5,0,0,0,0,9,4,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,6,0,0,0,5,0,0,0,1,0,0,0,3,6,0,0,2,0,0,0,4,0,0,2,0,0,0,0,6,0,0,5,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,1,0,0,0,1
"3080","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionella|s__Legionella_oakridgensis",0,0,0,34,10,0,0,0,0,16,0,0,1,0,9,0,3,0,2,0,0,18,3,0,2,0,1,0,11,0,0,0,3,2,0,2,0,4,0,0,0,6,0,2,0,33,0,0,0,0,0,1,1,3,0,0,2,18,4,0,0,0,0,9,0,2,0,0,0,10,0,15,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,5,1,22,4,0,0,2,1,0,1,0,2,11,0,0,4,0,0,0,2,0,1,0,18,3,0,0,0,0,0,0,0,0,0,1,58,2,0,5,0,0,1,0,0,1,14,1,0,1,0,2,0,0,0,2,0,0,0,3,12,0,0,18,1,1,5,0,0,13,0,0,0,0,2,0,0,0,2,3,8,3,11,5,0,1,1,0,0,0,0,8,1,0,0,0,1,0,5,0,0,4,2,5,0,5,0,0,1,4,0,0,0,46,0,23,20,3,0,33,0,0,0,1,1,0,0,0,0,0,0,10,1,0,0,4,0,0,0,0,1,0,0,1,29,6,0,11,3,0,0,3,17,0,0,23,18,1,1,4,0,1,0,0,15,1,0,3,3,0,4,4,2,0,1,0,0,0,0,4,0,0,312,5,1,0,5,13,2,0,0,8,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,1,45,0,3,0,0,4,1,0,0,0,2,3,4,2,0,0,0,2,9,0,0,2,0,0,16,1,0,0,0,0,0,1,5,0,0,0,6,1,0,0,1,0,0,0,11,1,0,0,0,0,0,0,11,2,0,0,1,2,23,0,3,3,1,6,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,3,0,0,0
"3081","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionella|s__Legionella_pneumophila",4,35,3,0,19,29,23,1,0,19,1,12,13,29,0,3,2,1,6,3,17,34,2,3,7,0,14,2,15,5,2,2,11,29,18,2,0,5,35,3,3,1,8,9,19,39,1,1,2,16,20,3,3,37,5,27,16,16,3,2,1,2,7,4,0,8,50,0,0,13,5,2,0,6,3,13,5,0,0,69,3,0,2,9,31,1,1,40,4,2,0,5,2,0,8,0,4,24,53,18,58,5,16,4,2,1,1,2,9,47,4,3,4,4,1,1,42,1,10,0,1,5,25,78,4,22,0,3,5,0,0,16,4,0,2,1,17,0,1,5,10,1,41,7,29,10,6,8,47,5,0,10,2,4,1,3,45,16,5,8,4,0,5,2,2,5,68,0,1,23,14,0,0,2,0,5,21,23,19,8,20,1,0,4,2,7,56,41,5,0,5,8,3,0,35,1,2,3,15,2,1,12,0,21,12,5,9,1,0,43,1,4,69,1,5,52,1,0,0,3,2,6,0,12,7,5,2,3,30,2,1,10,1,2,8,4,24,2,2,7,49,12,3,36,41,0,0,6,10,0,2,3,56,15,13,9,8,1,6,2,8,11,2,1,2,1,4,16,2,4,8,1,30,3,1,3,18,2,7,25,5,0,14,47,8,1,0,8,3,0,1,4,22,5,2,1,2,0,4,18,8,3,4,6,3,0,0,6,13,1,116,5,44,47,8,28,7,0,0,14,13,10,10,6,9,7,7,4,7,0,22,10,0,0,14,34,14,0,4,9,1,9,8,1,2,1,2,3,0,0,5,1,0,0,7,0,1,16,15,0,22,3,3,17,10,1,2,3,29,1,37,6,55,19,22,8,0,9,15,1,25,0,5,19,8,3,11,14,7,0,6,86,144,0,67
"3082","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionella|s__Legionella_sainthelensi",2,0,0,2,2,1,26,0,0,4,0,1,0,0,3,0,0,0,5,0,0,0,0,0,0,1,0,0,0,10,0,0,5,0,0,0,0,0,1,5,0,0,0,1,0,9,1,0,0,1,1,0,1,6,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,5,1,1,7,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,11,15,0,0,1,0,0,0,3,0,2,2,73,1,2,1,0,0,0,1,0,0,0,1,0,0,0,2,2,0,0,1,0,1,0,0,0,0,0,1,1,1,0,4,13,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,8,1,6,0,5,20,1,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,3,5,0,1,0,0,0,0,0,1,0,0,0,0,6,1,0,0,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,9,0,68,0,2,0,0,0,0,0,0,12,1,0,1,0,25,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,829,0,1,0,0,0,1,2,0,5,0,0,0,0,3,0,0,3,1,0,0,0,0,0,0,1,4,0,0,1,5,0,5,0,0,0,0,3,26,0,0,0,7,0,0,0,0,0,1,0,3,0,49,10,0,0,0,0,0,0,1,1,0,62,2,0,3,0,5,0,3,1,1,0,0,0,1,0,0,2,0,0,2,0,2,0,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,2,0,0,0,2,2,0,2
"3083","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionella|s__Legionella_spiritensis",0,2,0,0,1,0,4,0,0,0,0,7,0,0,0,6,0,0,2,0,6,5,0,0,17,2,0,0,14,1,0,0,1,0,0,4,0,3,4,0,0,2,0,0,0,2,1,2,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,5,1,0,2,0,1,5,2,0,6,0,0,0,1,7,0,0,0,9,0,0,3,0,0,0,0,2,0,1,3,1,3,0,2,0,0,0,2,0,0,0,0,0,0,0,3,7,2,0,0,1,0,0,0,2,1,0,0,2,1,0,0,9,0,0,1,0,0,0,9,0,0,0,4,2,0,0,1,0,0,0,1,0,0,0,8,0,0,0,7,0,0,3,2,0,0,0,19,0,3,0,0,0,5,2,0,0,0,1,0,3,2,0,0,0,9,0,1,2,0,0,1,0,0,0,0,0,0,2,0,0,3,0,3,0,5,0,2,0,1,0,0,1,2,24,1,1,0,0,0,0,0,0,4,0,0,0,15,0,0,0,1,0,6,0,1,10,5,0,0,1,9,0,11,0,0,0,3,4,0,0,7,2,0,0,0,0,0,0,0,3,0,0,0,2,0,0,3,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,3,3,5,4,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,2,1,1,0,3,0,0,4,6,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,4,7,1,0,0,3,0,0,1,1,0,0,3,0,0,0,3,0,0,0,2,0,0,0,0,1,0,0,2,5,1,1,5,0,0,0,1,0,6,0,1,0,0,0,0,1,0,2,1,3,0,6,0,0,27,1,2,0,0,0,0,1,3,0,5,4,0,0,9
