#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Escherichia coli O157:H7","Bacteria;Proteobacteria;Gammaproteobacteria","FWSEC0004","SAMN08768105","PRJNA287560","GCA_005037735.2","Complete",5.50568,50.4492,"chromosome:NZ_CP031913.1/CP031913.1; plasmid unnamed13:NZ_CP031914.1/CP031914.1; plasmid unnamed14:NZ_CP031915.1/CP031915.1",,3,5084,"2019-05-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/037/735/GCA_005037735.2_ASM503773v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/037/735/GCF_005037735.1_ASM503773v2"
"Escherichia coli O157:H7","Bacteria;Proteobacteria;Gammaproteobacteria","4276","SAMN04447636","PRJNA291880","GCA_001753565.1","Complete",5.49714,50.4545,"chromosome:NZ_CP017442.1/CP017442.1; plasmid pO157:NZ_CP017443.1/CP017443.1",,2,5137,"2016-10-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/753/565/GCA_001753565.1_ASM175356v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/753/565/GCF_001753565.1_ASM175356v1"
"Escherichia coli O157:H7","Bacteria;Proteobacteria;Gammaproteobacteria","F7386","SAMN05360162","PRJNA528413","GCA_013167695.1","Complete",5.55703,50.3692,"chromosome:NZ_CP038360.1/CP038360.1; plasmid pF7386-1:NZ_CP038362.1/CP038362.1; plasmid pF7386-2:NZ_CP038361.1/CP038361.1",,3,5146,"2020-05-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/167/695/GCA_013167695.1_ASM1316769v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/167/695/GCF_013167695.1_ASM1316769v1"
"Escherichia coli O145:H28 str. RM12761","Bacteria;Proteobacteria;Gammaproteobacteria","RM12761","SAMN03081526","PRJNA178649","GCA_000662395.1","Complete",5.55901,50.5948,"chromosome:NZ_CP007133.1/CP007133.1; plasmid pO145-12761:NZ_CP007135.1/CP007135.1; plasmid pRM12761:NZ_CP007134.1/CP007134.1",,3,5131,"2014-05-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/662/395/GCA_000662395.1_ASM66239v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/662/395/GCF_000662395.1_ASM66239v1"
"Escherichia coli O145:H28 str. RM13516","Bacteria;Proteobacteria;Gammaproteobacteria","RM13516","SAMN02641384","PRJNA178650","GCA_000520055.1","Complete",5.55901,50.5948,"chromosome:NZ_CP006262.1/CP006262.1; plasmid pO145-13516:NZ_CP006263.1/CP006263.1; plasmid pRM13516:NZ_CP006264.1/CP006264.1",,3,5134,"2014-01-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/520/055/GCA_000520055.1_ASM52005v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/520/055/GCF_000520055.1_ASM52005v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","2013C-3250","SAMN04498485","PRJNA218110","GCA_003018875.1","Complete",5.68198,50.6588,"chromosome:NZ_CP027380.1/CP027380.1; plasmid unnamed1:NZ_CP027381.1/CP027381.1; plasmid unnamed2:NZ_CP027382.1/CP027382.1; plasmid unnamed3:NZ_CP027383.1/CP027383.1; plasmid unnamed4:NZ_CP027384.1/CP027384.1; plasmid unnamed5:NZ_CP027385.1/CP027385.1",,6,5297,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/018/875/GCA_003018875.1_ASM301887v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/018/875/GCF_003018875.1_ASM301887v1"
"Escherichia coli O157:H7","Bacteria;Proteobacteria;Gammaproteobacteria","F8952","SAMN05360175","PRJNA528413","GCA_013167595.1","Complete",5.49234,50.451,"chromosome:NZ_CP038349.1/CP038349.1; plasmid pF8952-1:NZ_CP038350.1/CP038350.1",,2,5059,"2020-05-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/167/595/GCA_013167595.1_ASM1316759v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/167/595/GCF_013167595.1_ASM1316759v1"
"Escherichia coli O121:H19","Bacteria;Proteobacteria;Gammaproteobacteria","FWSEC0006","SAMN08768107","PRJNA287560","GCA_005037715.2","Complete",5.47955,50.6337,"chromosome:NZ_CP031910.1/CP031910.1; plasmid unnamed15:NZ_CP031911.1/CP031911.1",,2,5076,"2019-05-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/037/715/GCA_005037715.2_ASM503771v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/037/715/GCF_005037715.1_ASM503771v2"
"Escherichia coli O103:H2","Bacteria;Proteobacteria;Gammaproteobacteria","FWSEC0007","SAMN08768108","PRJNA287560","GCA_005037795.2","Complete",5.47083,50.6759,"chromosome:NZ_CP031908.1/CP031908.1; plasmid unnamed16:NZ_CP031909.1/CP031909.1",,2,5119,"2019-05-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/037/795/GCA_005037795.2_ASM503779v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/037/795/GCF_005037795.1_ASM503779v2"
"Escherichia coli O121:H19","Bacteria;Proteobacteria;Gammaproteobacteria","16-9255","SAMN07339706","PRJNA393703","GCA_002844165.1","Complete",5.47947,50.6342,"chromosome:NZ_CP022407.1/CP022407.1; plasmid punamed1:NZ_CP022408.1/CP022408.1",,2,5037,"2017-12-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/844/165/GCA_002844165.1_ASM284416v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/844/165/GCF_002844165.1_ASM284416v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","115","SAMN08773027","PRJNA445267","GCA_005221845.1","Complete",5.49575,50.4496,"chromosome:NZ_CP028674.1/CP028674.1; plasmid pTA115:NZ_CP028676.1/CP028676.1; plasmid pTA115-2:NZ_CP028675.1/CP028675.1",,3,5075,"2019-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/221/845/GCA_005221845.1_ASM522184v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/221/845/GCF_005221845.1_ASM522184v1"
"Escherichia coli O121 str. RM8352","Bacteria;Proteobacteria;Gammaproteobacteria","RM8352","SAMN08724618","PRJNA69933","GCA_003112145.1","Complete",5.47427,50.6331,"chromosome:NZ_CP028110.1/CP028110.1; plasmid pRM8352:NZ_CP028111.1/CP028111.1",,2,5013,"2018-05-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/112/145/GCA_003112145.1_ASM311214v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/112/145/GCF_003112145.1_ASM311214v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","ERL05-0623","SAMN10177962","PRJNA494713","GCA_008926305.1","Complete",5.48635,50.4467,"chromosome:NZ_CP032805.1/CP032805.1; plasmid pERL05-0623-1:NZ_CP032806.1/CP032806.1; plasmid pERL05-0623-2:NZ_CP032807.1/CP032807.1",,3,5172,"2019-10-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/926/305/GCA_008926305.1_ASM892630v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/926/305/GCF_008926305.1_ASM892630v1"
"Escherichia coli O55:H7 str. CB9615","Bacteria;Proteobacteria;Gammaproteobacteria","CB9615","SAMN02603636","PRJNA42729","GCA_000025165.1","Complete",5.45235,50.4806,"chromosome:NC_013941.1/CP001846.1; plasmid pO55:NC_013942.1/CP001847.1",,2,5125,"2010-03-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/165/GCA_000025165.1_ASM2516v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/165/GCF_000025165.1_ASM2516v1"
"Escherichia coli Xuzhou21","Bacteria;Proteobacteria;Gammaproteobacteria","Xuzhou21","SAMN02603645","PRJNA45823","GCA_000262125.1","Complete",5.51674,50.3828,"chromosome:NC_017906.1/CP001925.1; plasmid pO157:NC_017907.1/CP001926.1; plasmid pO157_Sal:NC_017903.1/CP001927.1",,3,5124,"2012-05-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/262/125/GCA_000262125.1_ASM26212v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/262/125/GCF_000262125.1_ASM26212v1"
"Escherichia coli O145 str. RM9872","Bacteria;Proteobacteria;Gammaproteobacteria","RM9872","SAMN08724661","PRJNA69939","GCA_003586065.1","Complete",5.47544,50.6493,"chromosome:NZ_CP028379.1/CP028379.1; plasmid pRM9872-1:NZ_CP028380.1/CP028380.1",,2,4980,"2018-05-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/586/065/GCA_003586065.1_EcRM9872","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/586/065/GCF_003586065.1_EcRM9872"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","2017C-4109","SAMN09534373","PRJNA218110","GCA_003308955.1","Complete",5.53786,50.3688,"chromosome:NZ_CP030767.1/CP030767.1; plasmid p2017C-4109:NZ_CP030765.1/CP030765.1; plasmid pMCR-1:NZ_CP030766.1/CP030766.1",,3,5131,"2018-07-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/308/955/GCA_003308955.1_ASM330895v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/308/955/GCF_003308955.1_ASM330895v1"
"Escherichia coli O157:H7","Bacteria;Proteobacteria;Gammaproteobacteria","ATCC 43888","SAMN12261986","PRJNA294158","GCA_007922655.1","Complete",5.50352,50.3903,"chromosome:NZ_CP041623.1/CP041623.1; plasmid p35K_like:NZ_CP041625.1/CP041625.1; plasmid pO157_like:NZ_CP041624.1/CP041624.1",,3,5136,"2019-08-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/922/655/GCA_007922655.1_ASM792265v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/922/655/GCF_007922655.1_ASM792265v1"
"Escherichia coli O111:H- str. 11128","Bacteria;Proteobacteria;Gammaproteobacteria","11128","SAMD00060957","PRJDA32513","GCA_000010765.1","Complete",5.76608,50.4216,"chromosome:NC_013364.1/AP010960.1; plasmid pO111_1:NC_013365.1/AP010961.1; plasmid pO111_2:NC_013370.1/AP010962.1; plasmid pO111_3:NC_013366.1/AP010963.1; plasmid pO111_4:NC_013367.1/AP010964.1; plasmid pO111_5:NC_013368.1/AP010965.1",,6,5388,"2009-09-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/765/GCA_000010765.1_ASM1076v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/765/GCF_000010765.1_ASM1076v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","2013C-4991","SAMN08579568","PRJNA218110","GCA_003018815.1","Complete",5.68043,50.467,"chromosome:NZ_CP027355.1/CP027355.1; plasmid unnamed1:NZ_CP027356.1/CP027356.1; plasmid unnamed2:NZ_CP027357.1/CP027357.1; plasmid unnamed3:NZ_CP027358.1/CP027358.1",,4,5256,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/018/815/GCA_003018815.1_ASM301881v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/018/815/GCF_003018815.1_ASM301881v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","2015C-3108","SAMN08579555","PRJNA218110","GCA_003017555.1","Complete",5.52183,50.6382,"chromosome:NZ_CP027307.1/CP027307.1; plasmid unnamed1:NZ_CP027308.1/CP027308.1; plasmid unnamed2:NZ_CP027309.1/CP027309.1",,3,5139,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/017/555/GCA_003017555.1_ASM301755v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/017/555/GCF_003017555.1_ASM301755v1"
"Escherichia coli O157:H7","Bacteria;Proteobacteria;Gammaproteobacteria","DEC4E","SAMN11229482","PRJNA528413","GCA_013168035.1","Complete",5.46635,50.4472,"chromosome:NZ_CP038398.1/CP038398.1; plasmid pDEC4E-1:NZ_CP038401.1/CP038401.1; plasmid pDEC4E-2:NZ_CP038399.1/CP038399.1; plasmid pDEC4E-3:NZ_CP038400.1/CP038400.1",,4,5015,"2020-05-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/168/035/GCA_013168035.1_ASM1316803v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/168/035/GCF_013168035.1_ASM1316803v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","SD134209","SAMN09278797","PRJNA473579","GCA_003203755.1","Complete",5.62646,50.4477,"chromosome:NZ_CP029692.1/CP029692.1; plasmid pSD134209-1:NZ_CP029690.1/CP029690.1; plasmid pSD134209-2:NZ_CP029691.1/CP029691.1",,3,5246,"2018-06-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/203/755/GCA_003203755.1_ASM320375v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/203/755/GCF_003203755.1_ASM320375v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","E2863","SAMD00129667","PRJDB7170","GCA_003966445.1","Complete",5.75166,50.4377,"chromosome:NZ_AP018802.1/AP018802.1; plasmid pE2863-1:NZ_AP018803.1/AP018803.1; plasmid pE2863-2:NZ_AP018804.1/AP018804.1; plasmid pE2863-3:NZ_AP018805.1/AP018805.1; plasmid pE2863-4:NZ_AP018806.1/AP018806.1; plasmid pE2863-5:NZ_AP018807.1/AP018807.1",,6,5384,"2018-07-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/966/445/GCA_003966445.1_ASM396644v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/966/445/GCF_003966445.1_ASM396644v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","95JB1","SAMN06924970","PRJNA383943","GCA_002156825.1","Complete",5.51797,50.5514,"chromosome:NZ_CP021335.1/CP021335.1; plasmid p95JB1A:NZ_CP021336.1/CP021336.1; plasmid p95JB1B:NZ_CP021337.1/CP021337.1",,3,5146,"2017-05-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/156/825/GCA_002156825.1_ASM215682v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/156/825/GCF_002156825.1_ASM215682v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","2014C-4423","SAMN08579584","PRJNA218110","GCA_003019055.1","Complete",5.49186,50.5508,"chromosome:NZ_CP027454.1/CP027454.1; plasmid unnamed1:NZ_CP027455.1/CP027455.1; plasmid unnamed2:NZ_CP027456.1/CP027456.1",,3,5073,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/019/055/GCA_003019055.1_ASM301905v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/019/055/GCF_003019055.1_ASM301905v1"
"Escherichia coli O157:H7","Bacteria;Proteobacteria;Gammaproteobacteria","CFSAN076619","SAMN10574722","PRJNA541972","GCA_009650175.1","Complete",5.43809,50.5462,"chromosome:NZ_CP045863.1/CP045863.1; plasmid p1CFSAN076619:NZ_CP045864.1/CP045864.1; plasmid p2CFSAN076619:NZ_CP045865.1/CP045865.1",,3,5002,"2019-11-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/650/175/GCA_009650175.1_ASM965017v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/650/175/GCF_009650175.1_ASM965017v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","2011C-4315","SAMN04851094","PRJNA218110","GCA_001645235.2","Complete",5.51865,50.7491,"chromosome:NZ_CP024479.1/CP024479.1; plasmid unnamed1:NZ_CP024480.1/CP024480.1; plasmid unnamed2:NZ_CP024481.1/CP024481.1",,3,5175,"2017-10-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/645/235/GCA_001645235.2_ASM164523v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/645/235/GCF_001645235.2_ASM164523v2"
"Escherichia coli O157:H7","Bacteria;Proteobacteria;Gammaproteobacteria","TT12B","SAMN11310481","PRJNA530317","GCA_009627495.1","Complete",5.42857,50.4505,"chromosome:NZ_CP038494.1/CP038494.1; plasmid pO157:NZ_CP038495.1/CP038495.1",,2,4976,"2019-11-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/627/495/GCA_009627495.1_ASM962749v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/627/495/GCF_009627495.1_ASM962749v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","C5","SAMN03252413","PRJNA269191","GCA_001900535.1","Complete",5.63396,50.4797,"chromosome:NZ_CP010122.1/CP010122.1; plasmid A:NZ_CP010123.1/CP010123.1; plasmid B:NZ_CP010124.1/CP010124.1",,3,5276,"2016-12-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/535/GCA_001900535.1_ASM190053v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/535/GCF_001900535.1_ASM190053v1"
"Escherichia coli O157:H7","Bacteria;Proteobacteria;Gammaproteobacteria","WS4202","SAMN04103124","PRJNA296759","GCA_001307215.1","Complete",5.42811,50.4461,"chromosome:NZ_CP012802.1/CP012802.1; plasmid pO157-WS4202:NZ_CP012803.1/CP012803.1; plasmid pOSAK1-WS4202:NZ_CP012804.1/CP012804.1",,3,4996,"2015-10-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/307/215/GCA_001307215.1_ASM130721v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/307/215/GCF_001307215.1_ASM130721v1"
"Escherichia coli NCCP15648","Bacteria;Proteobacteria;Gammaproteobacteria","NCCP15648","SAMN02928551","PRJNA168631","GCA_003433275.1","Complete",5.58883,50.6263,"chromosome:NZ_CP009050.1/CP009050.1; plasmid p15648-1:NZ_CP009051.1/CP009051.1; plasmid p15648-2:NZ_CP009052.1/CP009052.1; plasmid p15648-3:NZ_CP009053.1/CP009053.1",,4,5218,"2017-08-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/433/275/GCA_003433275.1_ASM343327v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/433/275/GCF_003433275.1_ASM343327v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","SCU-387","SAMN14609795","PRJNA624897","GCA_012934765.1","Complete",5.51416,50.4864,"chromosome:NZ_CP051688.1/CP051688.1; plasmid pSCU-387-1:NZ_CP051689.1/CP051689.1; plasmid pSCU-387-2:NZ_CP051690.1/CP051690.1; plasmid pSCU-387-3:NZ_CP051691.1/CP051691.1",,4,5004,"2020-04-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/934/765/GCA_012934765.1_ASM1293476v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/934/765/GCF_012934765.1_ASM1293476v1"
"Escherichia coli O7:K1 str. CE10","Bacteria;Proteobacteria;Gammaproteobacteria","CE10","SAMN02603406","PRJNA63597","GCA_000227625.1","Complete",5.37873,50.5766,"chromosome:NC_017646.1/CP003034.1; plasmid pCE10A:NC_017647.1/CP003035.1; plasmid pCE10B:NC_017648.1/CP003036.1; plasmid pCE10C:NC_017649.1/CP003037.1; plasmid pCE10D:NC_017650.1/CP003038.1",,5,4923,"2011-10-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/227/625/GCA_000227625.1_ASM22762v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/227/625/GCF_000227625.1_ASM22762v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","2015C-3101","SAMN08579554","PRJNA218110","GCA_003017455.1","Complete",5.43421,50.5631,"chromosome:NZ_CP027221.1/CP027221.1; plasmid unnamed1:NZ_CP027222.1/CP027222.1; plasmid unnamed2:NZ_CP027223.1/CP027223.1",,3,4994,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/017/455/GCA_003017455.1_ASM301745v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/017/455/GCF_003017455.1_ASM301745v1"
"Escherichia coli O104:H4 str. 2009EL-2071","Bacteria;Proteobacteria;Gammaproteobacteria","2009EL-2071","SAMN01831190","PRJNA81099","GCA_000299475.1","Complete",5.38971,50.651,"chromosome:NC_018661.1/CP003301.1; plasmid pAA-09EL71:NC_018662.1/CP003302.1; plasmid pG-09EL71:NC_018663.1/CP003303.1",,3,5015,"2012-09-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/299/475/GCA_000299475.1_ASM29947v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/299/475/GCF_000299475.1_ASM29947v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","ECONIH1","SAMN02709589","PRJNA242851","GCA_000784925.1","Complete",5.55964,50.4351,"chromosome:NZ_CP009859.1/CP009859.1; plasmid pECO-824:NZ_CP009860.1/CP009860.1; plasmid pECO-b75:NZ_CP009861.1/CP009861.1; plasmid pKPC-629:NZ_CP009862.1/CP009862.1",,4,5094,"2014-11-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/784/925/GCA_000784925.1_ASM78492v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/784/925/GCF_000784925.1_ASM78492v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","HB37","SAMN14785846","PRJNA629661","GCA_013004045.1","Complete",5.53908,50.3335,"chromosome HB37:NZ_CP053080.1/CP053080.1; plasmid pHB37-1:NZ_CP053081.1/CP053081.1; plasmid pHB37-2:NZ_CP053082.1/CP053082.1; plasmid pHB37-3:NZ_CP053083.1/CP053083.1",,4,4959,"2020-05-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/004/045/GCA_013004045.1_ASM1300404v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/004/045/GCF_013004045.1_ASM1300404v1"
"Escherichia coli O157:H7","Bacteria;Proteobacteria;Gammaproteobacteria","DEC5A","SAMN11229483","PRJNA528413","GCA_013168015.1","Complete",5.38021,50.3732,"chromosome:NZ_CP038394.1/CP038394.1; plasmid pDEC5A-2:NZ_CP038395.1/CP038395.1; plasmid pDEC5A-3:NZ_CP038396.1/CP038396.1; plasmid pDEC5A-4:NZ_CP038397.1/CP038397.1",,4,4901,"2020-05-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/168/015/GCA_013168015.1_ASM1316801v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/168/015/GCF_013168015.1_ASM1316801v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","FDAARGOS_772","SAMN11056487","PRJNA231221","GCA_006364695.1","Complete",5.38104,50.6457,"chromosome:NZ_CP041002.1/CP041002.1; plasmid unnamed1:NZ_CP041001.1/CP041001.1; plasmid unnamed2:NZ_CP041003.1/CP041003.1; plasmid unnamed3:NZ_CP041004.1/CP041004.1",,4,4931,"2019-06-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/364/695/GCA_006364695.1_ASM636469v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/364/695/GCF_006364695.1_ASM636469v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","SMN152SH1","SAMN07806871","PRJNA412521","GCA_002863685.1","Complete",5.44706,50.58,"chromosome:NZ_CP024618.1/CP024618.1; plasmid pO177A1:NZ_CP024617.1/CP024617.1; plasmid pO177B1:NZ_CP024616.1/CP024616.1; plasmid pO177C1:NZ_CP024615.1/CP024615.1",,4,4999,"2018-01-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/863/685/GCA_002863685.1_ASM286368v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/863/685/GCF_002863685.1_ASM286368v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","Escherichia coli str. TO217","SAMEA4830526","PRJEB27475","GCA_900520365.1","Complete",5.51777,50.6296,"chromosome 1:NZ_LS992192.1/LS992192.1; plasmid 2:NZ_LS992193.1/LS992193.1; plasmid 3:NZ_LS992194.1/LS992194.1",,3,5167,"2019-01-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/520/365/GCA_900520365.1_ASM90052036v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/520/365/GCF_900520365.1_ASM90052036v1"
"Escherichia coli O111:H-","Bacteria;Proteobacteria;Gammaproteobacteria","110512","SAMD00172295","PRJDB8343","GCA_007990655.1","Complete",5.56634,50.5636,"chromosome:NZ_AP019761.1/AP019761.1; plasmid pO111-110512_1:NZ_AP019762.1/AP019762.1; plasmid pO111-110512_2:NZ_AP019763.1/AP019763.1; plasmid pO111-110512_3:NZ_AP019764.1/AP019764.1; plasmid pO111-110512_4:NZ_AP019765.1/AP019765.1; plasmid pO111-110512_5:NZ_AP019766.1/AP019766.1; plasmid pO111-110512_6:NZ_AP019767.1/AP019767.1; plasmid pO111-110512_7:NZ_AP019768.1/AP019768.1",,8,5184,"2019-07-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/990/655/GCA_007990655.1_ASM799065v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/990/655/GCF_007990655.1_ASM799065v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","2017C-4173W12","SAMN09534372","PRJNA218110","GCA_003308975.1","Complete",5.47712,50.7058,"chromosome:NZ_CP030768.1/CP030768.1; plasmid p2017C-4173W12:NZ_CP030770.1/CP030770.1; plasmid pMCR-1_2017C-4173W12:NZ_CP030769.1/CP030769.1",,3,5096,"2018-07-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/308/975/GCA_003308975.1_ASM330897v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/308/975/GCF_003308975.1_ASM330897v1"
